tags,id,plylst_title,songs,like_cnt,updt_date,prompt
"['가을감성', '가을', '새벽감성', '감성발라드', '가을밤', '집', '슬픔', '침대', '이별', '인디']",100108,"✿감성발라드 마을✿ 우리의 결말은, 이별이었다 (숨은띵곡모음❤️)","[542045, 519619, 108150, 344910, 451946, 237060, 645896, 471687, 370102, 395208, 368200, 586798, 226554, 159022, 118230, 566468, 209135, 628343, 234105, 244132, 510250, 100816, 105666, 337773, 42610, 294411, 19, 482226, 459057, 323785, 398341, 140231, 117969, 186072, 382882, 668763, 280296, 700202, 415584, 197752, 82675, 8107, 532471, 94530, 554193, 312945, 387595, 229340, 627363, 225334, 105760, 673239, 351342, 313233, 130664, 480678, 606212, 412416, 15341, 19533, 612516, 285895, 668703, 517723, 213699, 456740, 194017, 622717, 660180, 52026, 246531, 50296, 458852, 259615, 572680, 552707, 273962, 702788, 541682, 154858]",3047,2019-09-27 18:27:13,가을감성 가을 새벽감성 감성발라드 가을밤 집 슬픔 침대 이별 인디
"['여름', '자신감', '편집숍', '내적런웨이', '내적자신감', '감각적비트', '기분전환', '힙한', '팝송', '더위']",43239,내적 자신감 향상! 무더위 마저 날려버릴 파워풀한 음악들,"[421799, 644132, 601392, 648217, 136493, 296268, 614468, 194023, 337172, 688820, 163049, 66704, 560940, 681491, 608579, 253238, 346746, 98330, 189235, 94391, 703874, 107781, 298785, 360546, 615368, 304361, 233840, 121730, 244970, 457959, 248309, 253107, 357977, 342386, 609133, 369649, 516983, 591433, 575471, 344205, 512148, 585242, 404208, 699569, 242243, 676931, 1221, 257895, 213895, 642669, 15441, 200190, 673984, 497972]",520,2019-08-16 14:43:26,여름 자신감 편집숍 내적런웨이 내적자신감 감각적비트 기분전환 힙한 팝송 더위
"['저녁', '카페', '팝', '칠아웃', '나른한', '감성', '일상', '릴렉스', '감미로운', '편안한']",22713,칠아웃 뮤직. 음료 들고 누워서 듣는 팝,"[385031, 264244, 83188, 306035, 441392, 617100, 51910, 705127, 199180, 414492, 310364, 214879, 250617, 314374, 367643, 114228, 48835, 102503, 504762, 136033, 454953, 687982, 35521, 654652, 684125, 61123, 12508, 84560, 276160, 366791, 47107, 541319, 644445, 638570, 274248, 25135, 510270, 480929, 429378, 436403, 641820, 105998, 545103, 113065, 458065, 8153, 377491, 655762, 546341, 211467, 101430, 349934, 229194, 639969, 427343, 365076, 50554, 260038, 395900, 39859]",1106,2019-10-19 16:58:33,저녁 카페 팝 칠아웃 나른한 감성 일상 릴렉스 감미로운 편안한
"['호텔라운지', '라운지', '매장음악', '델리민주', '호텔음악', '라운지바', '섹시', '라운지펍', '라운지음악']",73622,업뎃 • 관능적인 섹시 라운지음악 [hotel lounge music],"[329507, 575391, 199922, 348436, 168124, 416818, 687913, 5238, 522115, 423512, 562650, 339312, 152649, 399678, 73062, 258809, 616347, 105784, 392980, 673815, 271429, 452929, 412599, 523375, 495505, 449200, 685747, 149217, 185034, 677161, 86077, 271626, 604328, 451084, 610265, 441921, 157603, 477869, 309065, 573827, 200143, 615665, 200190, 289493, 322468]",750,2019-05-17 18:22:50,호텔라운지 라운지 매장음악 델리민주 호텔음악 라운지바 섹시 라운지펍 라운지음악
"['따듯한', '감성', '우울한', '겨울', '재즈', '크리스마스', '캐롤', '포근한', '까페', '50년대']",10614,50년대 낭만이 가득한 고전 크리스마스 재즈 +캐롤,"[479991, 620807, 662929, 639773, 579739, 693016, 343073, 1582, 696425, 265576, 570457, 461942, 565305, 308335, 400960, 305970, 239996, 584590, 9088, 450130, 31467, 276089, 370068, 25596, 152490, 522765, 64336, 488864, 21069, 115499, 191931, 250573, 495421, 38052, 173181, 478700, 583646, 391713, 222865, 454479, 72820, 449533]",1398,2019-11-18 14:30:00,따듯한 감성 우울한 겨울 재즈 크리스마스 캐롤 포근한 까페 50년대
"['감성', '매장음악', '가을', '카페', '산책', '드라이브', '휴식', '사랑', '힐링', '인디']",39685,가을 산책하며 듣기 좋은 인디음악 ❤️,"[469456, 248654, 418192, 366786, 474021, 168713, 192448, 653004, 450661, 140425, 262140, 383960, 232046, 170488, 166735, 392541, 609835, 507184, 35032, 36572, 435996, 215341, 251662, 233379, 541420, 468795, 620923, 567383, 27469, 83544, 141459, 501095, 283336, 7070, 478754, 102980, 536584, 116114, 37934, 604786, 280901, 115751, 439505, 682873, 117759]",548,2019-11-02 14:33:05,감성 매장음악 가을 카페 산책 드라이브 휴식 사랑 힐링 인디
"['기분좋은', '봄', '주말', '스트레스', '드라이브', '여행', '아침', '기분전환', '팝', '신나는']",18576,주말을 기분좋게 해주는 적당한 비트의 POP,"[633116, 338975, 439227, 311352, 87166, 18700, 193331, 207462, 614113, 408356, 3504, 394561, 333957, 83294, 561325, 44754, 655159, 287027, 376171, 641983, 390017, 507842, 301273, 388252, 681062, 112765, 407332, 658411, 159245, 412232, 622115, 407355, 435097, 547266]",2392,2019-04-08 21:19:38,기분좋은 봄 주말 스트레스 드라이브 여행 아침 기분전환 팝 신나는
"['매장음악', '패피', '쇼핑', '감각적인', '드라이브', '운전', '패션피플', '느낌']",56663,패피들을 위한 느낌 있는 곡,"[216846, 665597, 145594, 323292, 229922, 38385, 328121, 379736, 85321, 705098, 682423, 324802, 501167, 692590, 268936, 532706, 597397, 217365, 684683, 315202, 690456, 520617, 393544, 61432, 69160, 566598, 610851, 644865, 140192, 98330, 358295, 31409, 649580, 307672, 44782, 279151, 454522, 424783, 505036, 593084, 434308, 189803, 506454, 440590, 380626, 575062, 398238, 368693, 583253, 516723, 100184, 547497, 147104, 575492, 50288, 631591, 500598, 251582, 43952, 549459, 15362, 263482, 82191, 619811, 535366, 639730, 290988, 107781, 251654, 333429, 359552, 10520, 541735, 405855, 682327, 51823, 174104, 551411, 360546, 296448, 426116, 111400, 296298, 169440, 315062, 233297, 559607, 259482, 89496, 707849, 329416, 594114, 30781, 24087, 620273, 360825, 233840, 671979, 65846, 206293, 36782, 651374, 565696, 617614, 47460, 398229, 441558, 179414, 350593, 472124, 70368, 135893, 549010, 494270, 597610, 96849, 256549, 507203, 201327, 119817, 287309, 616270, 410448, 118264, 168928, 579817, 257119, 217040, 443035, 1719, 194634, 411768, 451680, 348283, 497760, 148327, 577908, 470701, 303485, 138625, 625930, 272440, 689738, 450038, 476084, 275097, 208878, 369649, 184726, 229358, 180281, 646175, 49348, 330211, 465739, 235050, 410821, 642897, 117891, 534299, 613465, 434602, 490152, 462065, 277840, 178144, 191915, 609773, 418034, 281099, 353409, 509375, 248398, 655214, 673079, 151510, 376114, 581799, 163520, 271798, 372981, 430821, 701072, 422695, 255042, 241312, 419730, 279125, 696625, 575649, 163830, 107482, 315334, 162056, 648985, 273305, 325754, 452837, 295959, 136561]",8944,2019-12-17 22:03:49,매장음악 패피 쇼핑 감각적인 드라이브 운전 패션피플 느낌
"['저녁', '밤', '알앤비', '감각적인', '분위기', '비트', '세련된', '팝', '느낌', '스타일리쉬']",59911,"적당한 비트와 분위기에 빠져들어, 저녁과 밤의 팝 vol.2","[272579, 376570, 435696, 351900, 244944, 400, 702419, 534350, 699818, 340422, 458287, 688553, 405411, 445789, 141743, 45813, 317453, 127713, 581961, 268562, 365236, 223846, 704158, 503834, 187727, 703407, 167518, 347089, 626660, 579499, 81795, 563537, 19764, 16630]",507,2019-01-21 06:01:44,저녁 밤 알앤비 감각적인 분위기 비트 세련된 팝 느낌 스타일리쉬
"['술', '휴식', '비', '카페', 'RnB', '상냥한', '안정', '힐링', '기분전환', '부드러운']",83337,"상냥하고 부드러운 식감의, 나만 알고싶은 숨겨진 맛집같은 곡들","[363610, 289317, 70091, 396518, 474465, 570576, 26141, 506764, 38925, 687946, 104399, 551297, 367616, 529797, 110788, 660524, 102725, 266332, 449035, 540383, 106416, 4984, 299856, 440049, 302766, 297128, 227941, 483524, 609108, 689439]",599,2019-09-30 23:35:18,술 휴식 비 카페 RnB 상냥한 안정 힐링 기분전환 부드러운
"['비오는날', '흐린날', '장마', '잔잔한', '분위기', 'Pop', '감성', '비']",5126,[비오는날] 빗소리와 함께 듣는 POP,"[691652, 512260, 453419, 88272, 478534, 220139, 20208, 430721, 140867, 334269, 625875, 309245, 37888, 49458, 697167, 430106, 205939, 19399, 463614, 654100, 182550, 16632, 182368, 540203, 687697, 402422, 288660, 14637, 596968, 647312]",1977,2019-08-05 06:01:39,비오는날 흐린날 장마 잔잔한 분위기 Pop 감성 비
"['매장음악', '카페', '러블리쏘', '분위기', '드라이브', '여행', '매력적인', '기분전환', '팝']",134733,듣다보면 '우와!' 하고 제목을 보게되는 팝 pt.7,"[447190, 696901, 464070, 251903, 226124, 326355, 292375, 10205, 571556, 145092, 680729, 80512, 198927, 174108, 373661, 151238, 129995, 323291, 613805, 208608, 322678, 424896, 230694, 72490, 653767, 496884, 456450, 135419, 360569, 451498, 475371, 214397, 673107, 695317, 168938, 428287, 480241, 618777, 134744, 294394, 185196, 462828, 229051, 231815, 205011, 184264, 201547, 492817, 309774, 698273, 22130, 504629, 427963, 385412, 69262, 482314, 510230, 274581, 249665, 183334, 559206, 391721, 408540]",519,2019-05-01 15:26:26,매장음악 카페 러블리쏘 분위기 드라이브 여행 매력적인 기분전환 팝
"['힙합', '감성', '눈물', '새벽', '랩', '슬픈랩', '그리움', '슬픔', '이별']",142136,"랩으로 표현하는 슬픔, 이별, 그리움","[34074, 553610, 75461, 562756, 686672, 583036, 56169, 273687, 370044, 537145, 89182, 181183, 534609, 519987, 569173, 437332, 514122, 183690, 12623, 405627, 263292, 84277, 599253, 64576, 321397, 622541, 606231, 157285, 643730, 273697, 615786, 554287, 357114, 593781, 547940, 142023, 472017, 621168, 211008, 528747, 241757, 345237, 390868, 325494, 704381, 579690, 641205, 357452, 46256, 152925, 573230, 131967, 80778, 264450, 414511, 263653, 157342, 280966, 273797, 200790, 388508, 642545, 184806, 616015, 424574, 699676, 109712, 629069, 339869, 343292, 441730, 473454, 112652, 350299, 425399, 469217, 142498, 454218, 668684, 154987, 240041, 227088, 507281, 441810, 123535, 47394, 261846, 626755]",10744,2019-07-05 11:19:58,힙합 감성 눈물 새벽 랩 슬픈랩 그리움 슬픔 이별
"['겨울', '감성', '로맨틱', 'RnB', '연인', '첫눈', 'Pop', '데이트', 'Acoustic']",20046,[사랑] 첫눈 오는 날 이어폰 나눠끼고 들어야할 로맨틱 팝송,"[387859, 182986, 138059, 140867, 349015, 292912, 303351, 512940, 172951, 321094, 375107, 225218, 277941, 348160, 236471, 703191, 189251, 389891, 426162, 452608, 584594, 286829, 291933, 462080, 474088, 424056, 524968, 495273, 553430, 419278, 675593, 191620, 177414, 17261, 411150, 566158, 49525, 359864, 6823, 596361, 688859, 126040, 4193, 697770, 185423, 458311, 492153, 195011, 500288, 651701, 113305]",907,2019-12-23 14:16:23,겨울 감성 로맨틱 RnB 연인 첫눈 Pop 데이트 Acoustic
"['힙합', '비오는날', '여름', '카페', '여름밤', '멜로우', '여행', '기분전환', '사랑', '재즈힙합']",152439,"Jazz Hiphop, Vol 3","[6453, 138860, 47086, 485399, 190307, 380976, 680435, 364450, 196885, 207357, 330549, 229473, 701967, 517200, 649697, 536290, 459405, 546180, 316014, 54965, 573852, 372255, 256121, 668518, 217907, 601816, 156189, 493583, 101063, 596577, 240208, 377109, 40972, 501207, 379316, 496384, 140195, 336743, 513090, 332196, 49380, 161831, 364898, 186942, 367817, 694058, 260641, 429314, 657661, 180854, 188097, 44483, 706993, 48844, 617024, 151455, 414060, 159519, 46470, 466031, 403568, 567660, 71792, 549777, 128264, 289493, 665233, 474922, 343724, 511182, 654022, 142, 316098, 440081, 193465, 660219, 559864, 597398, 417911, 275731, 411840, 700526, 5238, 342224, 517745, 234381, 408683, 645263, 154553, 177356, 367461, 339525, 599078, 203741, 468120, 103256, 526779, 111158, 579418]",1112,2019-10-27 19:52:30,힙합 비오는날 여름 카페 여름밤 멜로우 여행 기분전환 사랑 재즈힙합
"['잔잔한', '밤', '밤노래', '예쁜밤', '인디키키', '편안한밤', '감미로운', '인디']",23896,조용한 밤에 들으면 마음이 이뻐지는거같은,"[533839, 657675, 652208, 437827, 263832, 369542, 146863, 696151, 75829, 441051, 691847, 474138, 258156, 573989, 342503, 405074, 402061, 683700, 153292, 509833, 514992, 405394, 10455, 676056, 340123, 576186, 136110, 352919, 37299, 466518, 106017, 82221, 18163, 683085, 624764, 8463, 625254, 9295, 495894, 593814, 108558, 410940, 700348, 198815, 396119, 508789, 700427, 554818, 435222, 294916, 12982, 586983, 53152, 361747, 443439, 581993, 317271, 358036]",2279,2019-09-23 06:00:22,잔잔한 밤 밤노래 예쁜밤 인디키키 편안한밤 감미로운 인디
"['집중', '노동요', '여유', '오후', '모닝콜', '독서', '밤새벽', '자장가', '공부', '북카페']",3312,책 읽으며 듣는 북카페음악 모음집,"[620646, 539928, 664689, 218878, 322529, 429813, 666300, 350078, 230499, 341721, 363950, 316105, 642953, 526915, 538796, 478049, 407825, 647498, 387848, 99734, 145618, 179818, 20735, 492514, 37169, 297591, 83352, 224568, 490447, 438061, 46911, 672197, 199389, 268049, 99867, 208114, 458507, 696494, 221248, 428052, 52192, 246131, 112904, 234554, 202185, 258126, 309981, 453605, 475956, 45903, 289069, 437144, 199923, 508432, 226156, 476324, 456174, 291222, 543205, 571790, 26590, 664701, 91246, 667062, 432128, 545692, 145723, 463948, 46271, 467540, 87434, 412198, 182079, 174215, 569792, 304758, 121837, 676351, 412695, 312030, 209028, 370599, 273653, 511117, 399772, 652416, 545482, 597429, 205783, 13896, 130120, 660352, 699524, 189457, 517368]",891,2019-06-12 15:02:08,집중 노동요 여유 오후 모닝콜 독서 밤새벽 자장가 공부 북카페
"['인기동요', '동물동요', '엄마도같이듣자', '감성발달동요', '지은이가좋아하는', '어린이집', '유치원', '동요', '율동동요', '신나는']",109842,우리아이가 제일 좋아하는 명품 어린이 감성발달동요,"[132989, 345233, 353992, 698837, 567166, 267366, 332360, 438755, 376635, 445500, 303608, 586730, 447300, 583703, 470205, 466051, 466576, 407704, 130459, 503504, 487746, 169366, 193280, 221589, 338874, 278933, 98213, 660468, 59045, 229686, 426123, 128171, 37111, 368657, 285660, 298564, 655957, 276302, 585632, 682527, 693220, 511664, 172998, 480164, 316843, 266312, 227054, 508930, 92157, 162362, 442391, 582276, 509577, 274739, 628291, 424169, 123764, 600254, 126759, 465718, 328109, 46212, 413661, 119839, 651029, 704811, 645715, 348054, 101858, 540664, 115836, 211371, 507829, 149455, 295703, 180104, 574714, 546208, 429736, 55637, 99417, 477634, 680797, 692134, 621698, 112520, 574793, 632084, 488069, 497292, 147778, 341268, 295603, 137482, 452387, 450339, 471554, 192157, 289773, 181600, 173188, 208103, 224702, 243693, 232589, 384829, 505585, 699339, 434763, 590660, 624742, 355267, 260251, 608532, 384010, 659040, 646800, 59410, 100017, 123879, 320367, 457907, 571714, 317568, 478203, 170840, 28809, 479172, 338167, 304405, 56261, 572531, 619263, 117978, 30086, 304811, 587609, 457946, 127878, 141014, 405010, 100851, 140449, 347037, 277757, 545695, 404783, 606257, 164560, 574566, 426568, 573632]",875,2019-06-09 13:55:51,인기동요 동물동요 엄마도같이듣자 감성발달동요 지은이가좋아하는 어린이집 유치원 동요 율동동요 신나는
"['편안한피아노멜로디', '아침', '카페', '월요병', '행복', '모닝콜', '뉴에이지', '하루시작출근길음악', '화사한피아노연주곡', '집중이필요할때']",133700,"스트레스 없는 모닝알람, 달콤한 뉴에이지 (편안한 피아노 멜로디)","[90869, 301120, 697072, 293724, 255606, 156936, 254577, 462983, 531213, 318235, 20735, 650093, 298053, 676410, 694907, 58561, 567046, 289086, 342703, 167683, 52192, 59940, 599711, 158885, 412245, 388177, 95505, 26590, 330482, 119440, 606009, 485719, 160058, 237583, 271730, 462684, 485503, 411050, 48830, 13896, 187241, 37559, 154637, 6052, 60388, 392584, 506110, 622931, 332579, 496742]",1714,2019-04-28 11:03:06,편안한피아노멜로디 아침 카페 월요병 행복 모닝콜 뉴에이지 하루시작출근길음악 화사한피아노연주곡 집중이필요할때
"['감성', '가을', '잔잔한', '부드러운', 'JAYJE', '환절기', '담백한', '쌀쌀한', '팝', '선선한']",22185,"every now and then, ""mild"" music","[43930, 552890, 299794, 340972, 498518, 643653, 495273, 370874, 189666, 447958, 498945, 14163, 51422, 441489, 208763, 348938, 12830, 588429, 552194, 131333, 20566, 590766, 206476, 104399, 449035, 154690, 488929, 65492, 619736, 517607, 46043, 494247, 620803, 250421, 252646, 325260, 224092, 409499, 446338, 285246, 403489, 141273, 317261, 626208, 594544, 306661, 264038, 640237, 689677, 256278, 649145, 445382, 490023, 247985, 443565, 415210, 562393, 414508, 407327, 204741, 577032, 184125, 355582, 351789, 99230, 368879, 319293, 167502, 357765, 530277, 50631, 479747, 86635, 600217, 299655, 80155, 596361, 276949, 241193, 112016, 611069, 43824, 41002, 90388, 301407, 84802, 106741, 616898, 377524, 556865]",1121,2019-10-28 06:00:29,감성 가을 잔잔한 부드러운 JAYJE 환절기 담백한 쌀쌀한 팝 선선한
"['여름', '댄스', '드라이브', '시원한', '기분전환', '청량한', '더위', '바다', 'Best', '신나는']",47917,톡! 쏘는 사이다처럼 청량한 Summer Best,"[478742, 297411, 117896, 396909, 437314, 19988, 360526, 218511, 7203, 579976, 187925, 12757, 572361, 156757, 275121, 319064, 143775, 346733, 678035, 26295, 123394, 345840, 436320, 420244, 371351, 72564, 667976, 350881, 205726, 107952, 525252, 654959, 56167, 82442, 35122, 668746, 93143, 103744, 263604, 408234, 320867, 166803, 691186, 31514, 261425, 163377, 321537, 576344, 253809, 704707, 144250, 319354, 68102, 309449, 589100, 229983, 328918, 628005, 108003, 699874, 182756, 485957, 301166, 518420, 658227, 438249, 594807, 199824, 623700, 361475, 335756, 448682, 26797, 369586, 688967, 448909, 113664, 425851, 619470, 409058, 493804, 646941, 102784, 536850, 486391, 424140, 701202, 584191, 664555, 419584, 664191, 479584, 161208, 326343, 667123, 312624, 601315, 61595, 643315, 446180, 122836, 345004, 14156, 80656, 616860, 462695, 173681, 333091, 138031, 26648, 319861, 588471]",2631,2019-09-01 06:00:21,여름 댄스 드라이브 시원한 기분전환 청량한 더위 바다 Best 신나는
"['여름', '데낄라', '록', '열대야', '맥주', '보드카', '폭염', '더위', '스트레스']",16677,폭염을 날려버릴 시원한 ROCK,"[275257, 532771, 466425, 275332, 601719, 585332, 582379, 546481, 154566, 592251, 323755, 309839, 676573, 47645, 494891, 573135, 40091, 469298, 142557, 88253, 524265, 199587, 267159, 404634, 168361, 474529, 362496, 41984, 23099, 161018, 634351, 129365, 394396, 385098, 135910, 252409, 321819, 503593, 478212, 439301, 75004, 400590, 638309, 579614, 421283, 430642, 637068, 420377, 78912, 502720, 221058, 272542, 370706, 180389, 104541, 627221, 414296, 368486, 220905, 543050, 627533, 675998, 222676, 188185, 24146, 530062, 617515, 83997, 508256, 152662, 136660, 493456, 634250, 47605, 523096, 448506, 670714, 335807, 265676, 197027, 304426, 217733, 86912, 246343, 156223]",730,2019-08-06 19:31:26,여름 데낄라 록 열대야 맥주 보드카 폭염 더위 스트레스
"['매장음악', '카페', '러블리쏘', '분위기', '드라이브', '매력적인', '기분전환', '팝']",141271,듣다보면 '우와!' 하고 제목을 보게되는 팝 pt.3,"[585965, 566387, 686663, 39202, 301121, 276205, 175492, 266532, 552878, 520032, 663659, 32474, 47409, 37212, 107852, 461204, 486981, 29654, 281149, 72108, 109985, 360405, 333431, 645467, 626568, 479511, 204404, 367609, 591580, 588774, 47293, 591115, 585877, 255587, 519274, 482741, 562613, 173538, 3559, 124109, 481814, 381693, 626300, 565987, 553629, 430895, 490417, 3785, 645348, 523790, 337172, 473243, 153625, 111180, 180674, 689685, 705383, 323244, 54268, 208878, 410113, 235050, 392964, 400803, 127935, 693122, 648729, 250056, 523684]",2800,2019-05-01 15:26:26,매장음악 카페 러블리쏘 분위기 드라이브 매력적인 기분전환 팝
"['응원', '시작', '추억', '졸업', '새학기', '친구', '회상', '화이팅']",65545,"졸업, 친구.. 그리고 새로운 시작을 응원해!","[148742, 509833, 125822, 633614, 328705, 10961, 94083, 324208, 477798, 542779, 364036, 503732, 433980, 376140, 14514, 321059, 38139, 11306, 106866, 477397, 563554, 614494, 389593, 643196, 290258, 330540, 584285, 679081, 219420, 199825, 247273, 197225, 413995, 11137, 456454, 627441, 124485, 132886, 345944, 582522, 512610, 36374, 174225, 150861, 488872, 78985, 224478, 357510, 183461, 264711, 109021, 425946, 603795, 421124, 372322, 588907, 379112, 544584, 437110]",575,2019-02-14 13:46:17,응원 시작 추억 졸업 새학기 친구 회상 화이팅
"['눈오는날', '분위기깡패', '들숨', 'RnB', '날숨', '첫눈', '음색깡패', '노랫말을듣는다', 'ralalra', '소울']",114047,추천 ♬ 이어폰으로 듣는 노래 ♪ No.1,"[316497, 54875, 265281, 374850, 516237, 648351, 290622, 137299, 140011, 518484, 181309, 555781, 659353, 593932, 279532, 91688, 112399, 629738, 468195, 408870, 616335, 325609, 347, 349385, 361938, 398591, 615561, 477905, 9071, 302646, 187878, 52646, 348200, 40896, 109021, 462329, 600234, 672550, 180344, 569989, 427256, 347393, 691847, 600074, 9825, 321498, 46227, 62736, 471509, 533097, 283780, 45476, 525589, 384740, 251145, 174749, 701408, 516827, 13519, 205247, 236004, 170825, 395183, 220466, 253555, 202422, 442601, 66446, 417744, 7565, 198472, 668209, 61552, 417068, 2230, 349393, 536961, 289, 683623, 306115, 401070, 308034, 183432, 576330, 568993, 120756, 306479, 184191]",808,2019-11-09 22:47:07,눈오는날 분위기깡패 들숨 RnB 날숨 첫눈 음색깡패 노랫말을듣는다 ralalra 소울
"['비오는날', '여름', '감성', '장마', '여름밤', '새벽', '팝', '비']",19728,비오는 날 듣는 트렌디한 감성 팝,"[573884, 377662, 625875, 273837, 707573, 591699, 41347, 282492, 296569, 183673, 167899, 98345, 444194, 55899, 700050, 518357, 259507, 98332, 316407, 385810, 372821, 71451, 133719, 399588, 641136, 23590, 310972, 401209, 168031, 369439, 135766, 246413, 505617, 345668, 107453, 587876, 635112, 639725, 680619, 703639, 588783]",938,2019-11-07 10:11:23,비오는날 여름 감성 장마 여름밤 새벽 팝 비
"['휴일', '감성', 'sweetmind', '주말', '새벽', '방콕', '내방', '릴렉스', '침대', '팝']",120697,"방해하지 말아요, 내 방 침대 위 나만의 휴일.","[107289, 143345, 398714, 444102, 85736, 180672, 484375, 556807, 498945, 340693, 34881, 170655, 548738, 313922, 272507, 312657, 257876, 489126, 440641, 500795, 625837, 706594, 166321, 155155, 396162, 647077, 362940, 352629, 191077, 536546]",3043,2019-09-02 06:00:26,휴일 감성 sweetmind 주말 새벽 방콕 내방 릴렉스 침대 팝
"['집중', '노동요', '카페', '주말', '새벽감성', '오후', '밤새벽', '작업', '퇴근길', '아침']",62518,"갬성충전이 필요할 때, 차분하고 그루브한 카페음악","[397008, 506513, 190568, 407582, 20696, 543023, 296268, 205362, 658178, 334418, 69711, 704744, 573333, 123597, 284879, 462554, 325851, 90712, 332646, 487328, 91157, 120764, 478693, 325829, 522074, 67475, 434558, 515046, 206761, 418437, 215801, 59264, 641829, 93132, 680478, 294337, 679055, 262419, 583894, 519192, 36962, 390717, 491173, 604250, 353780, 180097, 673940, 425514, 270186, 12107, 434614, 111730, 285668, 35093, 104753, 476056, 390747, 308161, 60673, 97927, 166402, 137322, 571565, 124256, 319426, 160414, 595295, 564460, 341338, 589070, 759, 521867, 638255, 76409]",1604,2019-12-10 23:01:41,집중 노동요 카페 주말 새벽감성 오후 밤새벽 작업 퇴근길 아침
"['퇴근', '어쿠스틱', '카페', '오후', '꿀성대', '기타', '아날로그', '가을', '산책', '인디']",128725,잔잔한 아날로그 감성 어쿠스틱 노래 모음,"[101538, 578900, 325510, 423795, 537836, 355928, 538358, 35032, 703435, 21633, 337267, 546623, 142974, 705445, 601037, 144663, 374188, 304402, 636784, 210591, 47608, 112562, 534054, 358084, 302556, 452955, 162487, 456216, 66969, 87331, 85434, 462132, 592773, 628209, 631142, 555411, 405635, 108158, 254601, 289, 77625, 18775, 295457, 588305, 259865, 335612, 209179, 377266, 165467, 217440, 698211, 354821, 7723, 681490, 146848, 690369, 102206, 449244, 565650, 491308]",2294,2019-11-01 06:00:26,퇴근 어쿠스틱 카페 오후 꿀성대 기타 아날로그 가을 산책 인디
"['힙합', '감성', '매장음악', '카페', '가을', '알앤비', '분위기', 'JAYJE', 'CAFEMUSIC', '밤']",149603,@밤의 카페 테라스에서,"[168104, 325267, 432971, 374189, 472092, 116354, 421707, 337782, 74920, 577298, 566949, 105166, 639682, 57445, 8032, 302370, 29351, 321133, 396285, 625943, 297739, 565812, 502420, 362323, 316212, 26325, 124346, 623119, 201881, 84560, 366249, 682830, 394680, 606524, 504467, 506103, 480147, 23605, 422098, 113619, 337543, 231137, 190192, 646888, 294993, 362211, 180522, 554541, 688285, 42752, 639969, 407815, 11744, 546171, 108034, 427343, 430508, 536013, 478107, 50554, 550948, 614685, 512049, 668247, 648921, 460823, 515021, 50186, 23590, 458679, 492502, 287453, 677250, 217091, 705823, 125794, 305070, 391833, 475244, 326392, 307710, 582623, 111170, 377068, 485998, 540375, 298082, 241473, 266810, 330105, 584507, 550063, 354368, 617024, 374062, 619892, 393877, 127870, 216846, 359695, 659204, 268524, 379796, 345649, 683823, 121140, 470133, 669042, 161869, 535048, 367609, 2610, 568407, 545103, 677040, 36477, 444099, 19609, 126469, 218457, 641989, 190468, 613451, 462080, 391598, 111820, 624640, 152201, 343493, 24323, 456367, 453336, 136033, 356828, 604658, 40860, 137614, 36921]",1224,2019-03-26 18:40:21,힙합 감성 매장음악 카페 가을 알앤비 분위기 JAYJE CAFEMUSIC 밤
"['댄스', '추억', '드라이브', '여행', '노래', '2000년대', '기분전환', '노래방', '90년대', '신나는']",61488,• 2000년~ 2011 년대 신나는 노래 ✨,"[612938, 251649, 223083, 422945, 594313, 299394, 341854, 685784, 165346, 419894, 352065, 616860, 309820, 571885, 665324, 156534, 547940, 185571, 125441, 74403, 659573, 54408, 27477, 107500, 688884, 614707, 409613, 462760, 374448, 205521, 680965, 611185, 614140, 194542, 92166, 225104, 351304, 412494, 250248, 98472, 675567, 686429, 426709, 535034, 519163, 46520, 535492, 173681, 569611, 351757, 225426, 293267, 85040, 609490, 636826, 260730, 398985, 641057, 29842, 16162, 452945, 48299, 259820, 123971, 48934, 643498, 290769, 88556, 431902, 445170, 158182, 166143, 333091, 331003, 509484, 589292, 308966, 41702, 425889, 397412, 21988, 430159, 515574, 468797, 203613, 247365, 11777, 543751, 445198, 400380, 256854, 371829, 110028, 170043, 491539, 148992, 481045, 413823, 509824, 656512, 386822, 632755, 628410, 200168, 688508, 664046, 184506, 324948, 544625, 649817, 240023, 29583, 329113, 553894, 486768, 387621, 219128, 287327, 138031, 101388, 407044, 623504, 475333, 388635, 608378, 26627, 550389, 664497, 130494, 609622, 7837, 179912, 311240, 579592, 454218, 54684, 327531, 252859, 10940, 506139, 333925, 477725, 143709, 373812, 379841, 228197, 25703, 420005, 627571, 576651, 634948, 644788, 574240, 550126, 76164, 252230, 636034, 294435, 296215, 383888, 507040, 302621, 519662, 503552, 326088, 424703, 539090, 282995, 275179, 667123, 398804, 423293, 355808, 274165, 133886, 64426, 391858, 254435, 704666, 164924, 464284, 145322, 611695, 554346, 650786, 13945, 677308, 615960, 364790, 61595, 615388, 644739, 605231, 421871, 201674, 97196, 637476, 641003, 689057, 14118]",4838,2019-12-20 22:57:38,댄스 추억 드라이브 여행 노래 2000년대 기분전환 노래방 90년대 신나는
